manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2016-12-31,2765000,1.17,2017-01-18,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2018-12-31,3788842,2.24,2019-01-20,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2019-09-30,4015000,1.59,2019-10-11,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2018-06-30,4400000,4.43,2018-07-18,Threshold Routine
Elara India,RUCHI SOYA INDUSTRIES LTD.,INE619A01027,2018-03-31,12494602,3.74,2018-04-21,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2016-09-30,6043660,2.42,2016-10-17,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2016-06-30,3665919,1.46,2016-07-21,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2016-09-30,7331838,1.46,2016-10-21,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2016-12-31,7331838,1.46,2017-01-18,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2017-03-31,7331838,1.46,2017-04-19,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2017-06-30,7331838,1.46,2017-07-20,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2017-09-30,7331838,1.46,2017-10-18,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2017-12-31,7331838,1.46,2018-01-18,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2018-06-30,7331838,1.46,2018-07-12,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2018-09-30,7331838,1.46,2018-10-27,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2018-12-31,7331838,1.46,2019-01-21,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2019-03-31,7331838,1.46,2019-04-18,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2019-06-30,7331838,1.46,2019-07-18,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2019-09-30,7331838,1.46,2019-10-18,Threshold Routine
Elara India,Arrow Greentech Ltd,INE570D01018,2015-12-31,500,0.0,2016-03-16,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2016-09-30,343546,2.47,2016-10-20,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2018-03-31,7331838,1.46,2018-04-20,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2019-06-30,10425387,7.06,2019-08-01,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2019-03-31,2997631,1.77,2019-04-09,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2019-09-30,2997631,1.77,2019-10-22,Threshold Routine
Elara India,PARAMOUNT COMMUNICATIONS LTD.-$,INE074B01023,2018-09-30,11970750,6.97,2018-10-18,Threshold Routine
Elara India,PARAMOUNT COMMUNICATIONS LTD.-$,INE074B01023,2019-03-31,6426050,3.74,2019-04-18,Threshold Routine
Elara India,PARAMOUNT COMMUNICATIONS LTD.-$,INE074B01023,2019-06-30,6426050,3.74,2019-07-19,Threshold Routine
Elara India,PARAMOUNT COMMUNICATIONS LTD.-$,INE074B01023,2019-09-30,6426050,3.74,2019-10-04,Threshold Routine
Elara India,PARAMOUNT COMMUNICATIONS LTD.-$,INE074B01023,2019-12-31,6426050,3.74,2020-01-08,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2015-12-31,14005387,9.48,2016-01-21,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2019-03-31,376810,1.32,2019-04-19,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2016-06-30,10425387,7.06,2016-07-15,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2016-12-31,10425387,7.06,2017-01-18,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2017-03-31,10425387,7.06,2017-04-18,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2017-06-30,10425387,7.06,2017-07-18,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2017-09-30,10425387,7.06,2017-10-25,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2017-12-31,10425387,7.06,2018-01-23,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2018-06-30,10425387,7.06,2018-07-21,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2018-09-30,10425387,7.06,2018-10-19,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2018-12-31,10425387,7.06,2019-01-18,Threshold Routine
Elara India,Commex Technology Limited,INE354B01029,2016-09-30,10425387,7.06,2016-10-21,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2019-06-30,2997631,1.77,2019-07-19,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-12-31,376810,1.32,2019-01-16,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-12-31,376810,1.32,2018-01-04,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2019-12-31,2997631,1.77,2020-01-14,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2017-12-31,9300607,4.18,2018-01-20,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2018-03-31,2562308,1.63,2018-04-24,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2018-09-30,4210039,2.58,2018-10-21,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2018-12-31,3678801,2.25,2019-01-18,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2019-03-31,3678801,2.25,2019-04-20,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2019-06-30,2568801,1.5,2019-07-30,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2019-09-30,2532801,1.48,2019-10-23,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2018-09-30,376810,1.32,2018-10-15,Threshold Routine
Elara India,PRAKASH INDUSTRIES LTD.,INE603A01013,2019-12-31,2532801,1.48,2020-01-20,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2015-12-31,376810,1.32,2016-07-22,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-03-31,376810,1.32,2016-09-19,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-06-30,376810,1.32,2016-07-21,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-09-30,376810,1.32,2016-10-21,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-12-31,376810,1.32,2017-01-28,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-03-31,376810,1.32,2017-04-18,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-06-30,376810,1.32,2017-07-20,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-09-30,376810,1.32,2017-10-09,Threshold Routine
Elara India,PHILLIPS CARBON BLACK LTD.,INE602A01023,2016-09-30,715961,2.08,2016-10-18,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2018-03-31,10770000,7.78,2018-04-16,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2019-06-30,1277291,4.93,2019-07-10,Threshold Routine
Elara India,Nila Spaces Ltd,INE00S901012,2019-12-31,12315000,3.13,2020-01-07,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2018-09-30,253000,1.08,2018-10-16,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2018-12-31,253000,1.08,2019-01-21,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2019-03-31,353000,1.51,2019-04-21,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2019-06-30,353000,1.51,2019-07-16,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2019-09-30,353000,1.51,2019-10-14,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2019-12-31,353000,1.51,2020-01-09,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2016-06-30,636542,2.27,2016-07-12,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2016-12-31,636542,2.27,2017-01-06,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2017-03-31,636542,2.27,2017-04-05,Threshold Routine
Elara India,PANAMA PETROCHEM LTD.,INE305C01029,2017-06-30,636542,2.27,2017-07-07,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2015-12-31,830000,2.92,2016-07-22,Threshold Routine
Elara India,AAREY DRUGS & PHARMACEUTICALS LTD.,INE198H01019,2018-06-30,253000,1.08,2018-07-21,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-03-31,830000,2.92,2016-09-19,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-09-30,830000,2.92,2016-10-21,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-03-31,830000,2.92,2017-04-18,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-06-30,830000,2.92,2017-07-20,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-09-30,830000,2.92,2017-10-09,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2017-12-31,830000,2.92,2018-01-04,Threshold Routine
Elara India,ASIAN OILFIELD SERVICES LTD.,INE276G01015,2016-06-30,280000,1.25,2016-07-11,Threshold Routine
Elara India,ASIAN OILFIELD SERVICES LTD.,INE276G01015,2016-09-30,280000,1.25,2016-10-13,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2017-09-30,10215000,2.59,2017-10-18,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2017-12-31,12315000,3.13,2018-01-16,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2018-03-31,12315000,3.13,2018-04-10,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2018-06-30,12315000,3.13,2018-11-14,Threshold Routine
Elara India,SHRI LAKSHMI COTSYN LTD.,INE851B01016,2016-06-30,830000,2.92,2016-07-21,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2018-09-30,12315000,3.13,2018-10-17,Threshold Routine
Elara India,Vikas Multicorp Ltd,INE161L01027,2019-12-31,8201700,1.24,2020-01-17,Threshold Routine
Elara India,RUCHI SOYA INDUSTRIES LTD.,INE619A01027,2017-12-31,13864097,4.15,2018-01-17,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2019-06-30,719231,1.91,2019-07-22,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2019-03-31,719231,1.91,2019-04-18,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2018-12-31,719231,1.91,2019-01-14,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2018-09-30,719231,1.91,2018-10-20,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2018-06-30,719231,1.91,2018-07-20,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2018-03-31,719231,1.91,2018-04-20,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2017-12-31,719231,1.91,2018-01-18,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2017-09-30,719231,1.91,2017-10-13,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2017-06-30,719231,1.91,2017-07-15,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2017-03-31,819231,2.17,2017-04-24,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2016-12-31,819231,2.17,2017-01-16,Threshold Routine
Elara India,RUCHI SOYA INDUSTRIES LTD.,INE619A01027,2017-09-30,13864097,4.15,2017-10-13,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2016-09-30,819231,2.17,2016-10-13,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2015-12-31,819231,2.17,2016-01-21,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2019-12-31,608850,2.05,2020-01-20,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2019-09-30,608850,2.05,2019-10-19,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2019-06-30,608850,2.05,2019-07-22,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2019-03-31,608850,2.05,2019-05-15,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2018-12-31,608850,2.05,2019-01-20,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2018-09-30,608850,2.05,2018-10-20,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2018-06-30,608850,2.14,2018-07-16,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2018-03-31,288055,1.01,2018-04-18,Threshold Routine
Elara India,AGC Networks Limited,INE676A01019,2017-12-31,288055,1.01,2018-01-10,Threshold Routine
Elara India,RUCHI SOYA INDUSTRIES LTD.,INE619A01027,2018-06-30,6661602,1.99,2018-07-17,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2016-06-30,819231,2.17,2016-07-13,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2019-09-30,719231,1.91,2019-10-22,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2018-12-31,12315000,3.13,2019-01-18,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2019-06-30,12315000,3.13,2019-07-19,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2018-03-31,4400000,4.43,2018-04-19,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2018-09-30,4400000,4.43,2018-10-27,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2018-12-31,4400000,4.43,2019-01-07,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2019-03-31,4400000,4.43,2019-04-21,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2019-06-30,4400000,4.43,2019-07-03,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2019-09-30,4400000,4.43,2019-10-04,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2016-06-30,6189220,3.49,2016-07-18,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2017-12-31,4400000,4.43,2018-01-12,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2016-09-30,6189220,2.95,2016-10-07,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2018-12-31,6644220,2.63,2019-01-15,Threshold Routine
Elara India,PRITISH NANDY COMMUNICATIONS LTD.,INE392B01011,2016-06-30,1000000,6.91,2016-07-21,Threshold Routine
Elara India,PRITISH NANDY COMMUNICATIONS LTD.,INE392B01011,2016-09-30,1000000,6.91,2016-10-14,Threshold Routine
Elara India,PRITISH NANDY COMMUNICATIONS LTD.,INE392B01011,2016-12-31,1000000,6.91,2017-01-12,Threshold Routine
Elara India,PRITISH NANDY COMMUNICATIONS LTD.,INE392B01011,2017-03-31,500000,3.46,2017-04-13,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2016-06-30,1277291,5.19,2016-07-22,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2016-09-30,1277291,5.19,2016-10-17,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2016-12-31,1277291,5.19,2017-01-21,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2017-03-31,1277291,5.19,2017-04-13,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2017-06-30,1277291,5.19,2017-07-10,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2017-09-30,1277291,5.19,2017-10-16,Threshold Routine
Elara India,Dhanlaxmi Bank Limited,INE680A01011,2018-09-30,6644220,2.63,2018-10-07,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2019-03-31,12315000,3.13,2019-04-09,Threshold Routine
Elara India,CHARTERED LOGISTICS LTD.,INE558F01026,2017-09-30,4400000,4.43,2017-10-18,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2017-12-31,47098241,3.15,2018-01-22,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2019-09-30,12315000,3.13,2019-10-10,Threshold Routine
Elara India,NILA INFRASTRUCTURES LTD.,INE937C01029,2019-12-31,12315000,3.13,2020-01-07,Threshold Routine
Elara India,CUPID LTD.-$,INE509F01011,2017-03-31,352000,3.17,2017-04-13,Threshold Routine
Elara India,CUPID LTD.-$,INE509F01011,2017-06-30,125665,1.13,2017-07-08,Threshold Routine
Elara India,Vikas EcoTech Ltd,INE806A01020,2018-06-30,3628960,1.3,2018-07-13,Threshold Routine
Elara India,Vikas EcoTech Ltd,INE806A01020,2018-12-31,10800000,3.86,2019-01-22,Threshold Routine
Elara India,Vikas EcoTech Ltd,INE806A01020,2019-03-31,11600000,4.14,2019-04-20,Threshold Routine
Elara India,Vikas EcoTech Ltd,INE806A01020,2019-06-30,12350000,4.41,2019-07-22,Threshold Routine
Elara India,Vikas EcoTech Ltd,INE806A01020,2019-09-30,12350000,4.41,2019-10-23,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2015-12-31,9300607,4.18,2016-01-23,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2016-06-30,9300607,4.18,2016-07-21,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2018-03-31,39975702,2.67,2018-05-07,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2016-09-30,9300607,4.18,2016-10-21,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2017-03-31,9300607,4.18,2017-04-21,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2017-06-30,9300607,4.18,2017-07-15,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2017-09-30,9300607,4.18,2017-10-18,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2018-03-31,9300607,4.18,2018-11-12,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2018-09-30,9300607,4.18,2018-11-12,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2018-12-31,9300607,4.18,2019-01-22,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2019-03-31,9300607,4.18,2019-04-22,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2016-09-30,48707241,4.78,2016-10-19,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2019-09-30,658780,3.85,2019-10-16,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2017-06-30,48707241,3.25,2017-07-28,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2017-09-30,48707241,3.25,2017-11-07,Threshold Routine
Elara India,KGN INDUSTRIES LTD.,INE196C01022,2016-12-31,9300607,4.18,2017-01-19,Threshold Routine
Elara India,INDIANIVESH LTD.,INE131H01028,2019-12-31,719231,1.91,2020-01-21,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2016-06-30,3021830,2.42,2016-07-13,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2016-12-31,6043660,2.42,2017-01-16,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2019-12-31,1087576,1.61,2020-02-11,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2016-06-30,4455831,1.81,2016-07-21,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2016-09-30,4455831,1.81,2016-10-21,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2016-12-31,4455831,1.81,2017-01-20,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2017-03-31,4455831,1.81,2017-04-18,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2017-06-30,4455831,1.81,2017-07-20,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2017-09-30,4455831,1.8,2017-10-22,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2017-12-31,4455831,1.8,2018-11-24,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2018-03-31,4455831,1.8,2018-11-20,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2018-06-30,4455831,1.8,2018-07-20,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2018-09-30,4455831,1.8,2018-10-11,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2019-09-30,1087576,1.61,2019-10-24,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2018-12-31,4455831,1.8,2019-01-21,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2019-06-30,4455831,1.8,2019-07-20,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2019-09-30,4455831,1.64,2019-10-23,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2019-12-31,4455831,1.64,2020-01-17,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2016-06-30,32603535,2.96,2016-07-26,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2016-09-30,32603535,2.96,2016-10-16,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2016-12-31,32603535,2.96,2017-01-11,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2017-03-31,33798328,3.07,2017-04-13,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2017-06-30,38825625,3.53,2017-07-11,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2017-09-30,39002625,3.55,2017-10-13,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2017-12-31,44933468,4.09,2018-01-08,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2018-03-31,50895888,4.63,2018-04-12,Threshold Routine
Elara India,STERLING BIOTECH LTD.,INE324C01038,2019-03-31,4455831,1.8,2019-04-18,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2018-06-30,54695888,4.97,2018-07-19,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2019-06-30,1087576,1.61,2019-07-20,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2018-12-31,5015997,7.43,2019-01-11,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2019-12-31,658780,3.85,2020-01-16,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2015-12-31,6075000,8.78,2016-01-23,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2016-06-30,6075000,8.78,2016-07-09,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2016-09-30,6075000,8.78,2016-10-12,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2016-12-31,6075000,8.78,2017-01-10,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2017-03-31,6075000,8.78,2017-04-17,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2017-06-30,6075000,8.78,2017-07-18,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2017-09-30,12150000,8.78,2017-10-18,Threshold Routine
Elara India,ELPRO INTERNATIONAL LTD.,INE579B01039,2017-12-31,12150000,8.78,2018-01-17,Threshold Routine
Elara India,ALEMBIC LTD.,INE426A01027,2016-06-30,10333635,3.87,2016-07-08,Threshold Routine
Elara India,ALEMBIC LTD.,INE426A01027,2016-09-30,9886499,3.7,2016-10-10,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2019-03-31,3238962,4.8,2019-04-16,Threshold Routine
Elara India,ALEMBIC LTD.,INE426A01027,2016-12-31,9586499,3.59,2017-01-09,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2015-12-31,6500000,9.63,2016-01-22,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2016-06-30,6500000,9.63,2016-07-07,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2016-09-30,6500000,9.63,2016-10-06,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2016-12-31,6500000,9.63,2017-01-09,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2017-03-31,6500000,9.63,2017-04-17,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2017-06-30,6500000,9.63,2017-07-08,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2017-09-30,6500000,9.63,2017-10-13,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2017-12-31,6500000,9.63,2018-01-10,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2018-03-31,5015997,7.43,2018-04-11,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2018-06-30,5015997,7.43,2018-07-13,Threshold Routine
Elara India,INTERNATIONAL CONVEYORS LTD.,INE575C01027,2018-09-30,5015997,7.43,2018-10-11,Threshold Routine
Elara India,ALEMBIC LTD.,INE426A01027,2017-03-31,5622003,2.11,2017-04-11,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2018-09-30,53537288,4.87,2018-10-11,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2018-12-31,48508788,4.41,2019-01-18,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2019-03-31,48508788,4.41,2019-04-19,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2017-12-31,658780,3.85,2018-01-08,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2017-09-30,658780,3.85,2017-10-07,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2017-06-30,658780,3.85,2017-07-15,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2017-03-31,658780,3.85,2017-04-19,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2016-12-31,658780,3.89,2017-01-13,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2016-09-30,658780,3.89,2016-10-06,Threshold Routine
