manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing
Amansa,BALKRISHNA INDUSTRIES LTD.-$,INE787D01026,2019-12-31,3829804,1.98,2020-01-15,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2018-03-31,7235341,6.43,2018-07-16,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2018-06-30,7235341,6.41,2018-07-16,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2018-09-30,7235341,6.4,2018-11-01,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2018-12-31,7235341,6.4,2019-01-18,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2019-03-31,7435341,6.69,2019-04-20,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2019-06-30,7435341,6.76,2019-07-19,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2019-09-30,7435341,6.76,2019-10-18,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2019-12-31,7435341,6.76,2020-01-20,Threshold Routine
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2015-12-31,2505170,6.11,2016-01-22,Threshold Routine
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-06-30,2341170,5.71,2017-08-08,Threshold Routine
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-09-30,2341170,5.71,2017-08-11,Threshold Routine
Amansa,MAHINDRA LIFESPACE DEVELOPERS LTD.,INE813A01018,2016-12-31,2341170,5.71,2017-01-19,Threshold Routine
Amansa,RAMKRISHNA FORGINGS LTD.,INE399G01015,2017-09-30,2073770,6.36,2017-10-18,Threshold Routine
Amansa,RAMKRISHNA FORGINGS LTD.,INE399G01015,2017-12-31,2372440,7.28,2018-01-17,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2017-12-31,7235341,6.43,2018-01-12,Threshold Routine
Amansa,RAMKRISHNA FORGINGS LTD.,INE399G01015,2018-03-31,2372440,7.28,2018-04-20,Threshold Routine
Amansa,RAMKRISHNA FORGINGS LTD.,INE399G01015,2018-09-30,2202258,6.76,2018-10-09,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-06-30,6232969,5.73,2016-08-08,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-09-30,6232969,5.73,2016-10-15,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2016-12-31,7004108,6.44,2017-01-15,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-03-31,7004108,6.44,2017-04-19,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-06-30,9433238,8.68,2017-07-14,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-09-30,9433238,8.68,2017-10-05,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2017-12-31,9433238,8.68,2018-01-08,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-03-31,9433238,8.68,2018-04-12,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-06-30,9433238,8.68,2018-07-25,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-09-30,9433238,8.68,2018-10-11,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2018-12-31,9433238,8.68,2019-01-15,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-03-31,9433238,8.68,2019-04-12,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-06-30,9433238,8.68,2019-07-12,Threshold Routine
Amansa,RAMKRISHNA FORGINGS LTD.,INE399G01015,2018-06-30,2256220,6.92,2018-07-14,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-09-30,9433238,8.68,2019-10-17,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2017-09-30,7235341,6.43,2017-10-16,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2017-03-31,4155404,3.69,2017-04-19,Threshold Routine
Amansa,PI Industries Ltd,INE603J01030,2017-09-30,1451050,1.05,2017-10-10,Threshold Routine
Amansa,PI Industries Ltd,INE603J01030,2017-12-31,2509397,1.82,2018-01-20,Threshold Routine
Amansa,PI Industries Ltd,INE603J01030,2018-03-31,2509397,1.82,2018-04-19,Threshold Routine
Amansa,PI Industries Ltd,INE603J01030,2018-06-30,2509397,1.82,2018-07-19,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2018-12-31,19937242,7.4,2019-01-05,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2019-03-31,20656242,7.67,2019-04-20,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2019-06-30,20656242,7.67,2019-08-06,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2019-09-30,20656242,7.67,2019-10-18,Threshold Routine
Amansa,MAGMA FINCORP LTD.,INE511C01022,2019-12-31,20656242,7.67,2020-01-10,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2018-03-31,6908053,1.18,2018-04-11,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2018-06-30,7003373,1.2,2018-07-11,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2018-09-30,7003373,1.2,2018-10-15,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2018-12-31,6326203,1.08,2019-01-24,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2019-03-31,6326203,1.08,2019-04-12,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2017-06-30,4155404,3.69,2017-07-18,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2019-06-30,6706709,1.14,2019-07-19,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2019-12-31,6847494,1.17,2020-01-10,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2016-06-30,4776591,6.57,2016-07-07,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2016-09-30,4776591,6.57,2016-10-27,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2016-12-31,4841207,6.66,2017-01-11,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2017-03-31,4031191,5.55,2017-04-13,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2017-06-30,4000000,5.5,2017-07-17,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2017-09-30,4000000,5.5,2017-10-14,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2017-12-31,4000000,5.5,2018-01-20,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2018-03-31,4000000,5.5,2018-04-19,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2018-09-30,2796887,3.85,2018-12-18,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2018-12-31,2796887,3.85,2019-01-15,Threshold Routine
Amansa,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,2019-06-30,2796887,3.85,2019-07-20,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2016-09-30,4155404,3.69,2016-10-15,Threshold Routine
Amansa,Cyient Limited,INE136B01020,2016-12-31,4155404,3.69,2017-01-09,Threshold Routine
Amansa,AUROBINDO PHARMA LTD.,INE406A01037,2019-09-30,7396111,1.26,2019-10-17,Threshold Routine
Amansa,GATEWAY DISTRIPARKS LTD.,INE852F01015,2019-12-31,9778635,8.99,2020-01-09,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2015-12-31,2187611,4.59,2016-01-14,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2016-06-30,2187611,4.59,2016-07-19,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2018-06-30,5474409,3.34,2018-07-11,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2018-09-30,4552051,2.77,2018-10-10,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2018-12-31,4552051,2.77,2019-01-09,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2019-03-31,4552051,2.77,2019-04-11,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2019-06-30,4110379,2.5,2019-07-13,Threshold Routine
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-03-31,44194773,2.4,2018-04-18,Threshold Routine
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-06-30,46181123,2.51,2018-07-09,Threshold Routine
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-09-30,51892331,2.82,2018-10-17,Threshold Routine
Amansa,DISH TV INDIA LTD.,INE836F01026,2018-12-31,51892331,2.82,2019-01-21,Threshold Routine
Amansa,DISH TV INDIA LTD.,INE836F01026,2019-03-31,51892331,2.82,2019-04-18,Threshold Routine
Amansa,FORTIS HEALTHCARE LTD.,INE061F01013,2017-03-31,18798822,3.63,2017-07-10,Threshold Routine
Amansa,FORTIS HEALTHCARE LTD.,INE061F01013,2017-06-30,8038500,1.55,2017-07-10,Threshold Routine
Amansa,FORTIS HEALTHCARE LTD.,INE061F01013,2019-12-31,23008164,3.05,2020-01-21,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2016-06-30,11900000,1.45,2016-07-20,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2018-03-31,6731593,4.11,2018-04-14,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2016-09-30,11900000,1.44,2016-10-21,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2017-03-31,11900000,1.43,2017-04-21,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2017-06-30,11900000,1.4,2017-07-19,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2017-09-30,11900000,1.39,2017-10-17,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2017-12-31,11000000,1.21,2018-01-17,Threshold Routine
Amansa,D B Corp Ltd,INE950I01011,2015-12-31,5561188,3.03,2016-01-20,Threshold Routine
Amansa,D B Corp Ltd,INE950I01011,2016-06-30,5561188,3.03,2016-07-15,Threshold Routine
Amansa,D B Corp Ltd,INE950I01011,2016-09-30,5561188,3.03,2016-10-17,Threshold Routine
Amansa,D B Corp Ltd,INE950I01011,2016-12-31,5561188,3.02,2017-01-05,Threshold Routine
Amansa,D B Corp Ltd,INE950I01011,2017-03-31,5447619,2.96,2017-04-10,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2015-12-31,5506193,4.33,2016-02-04,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2016-06-30,5400000,4.23,2016-07-25,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2016-09-30,5400000,3.93,2016-10-18,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2016-12-31,5400000,3.92,2017-01-11,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2017-03-31,5400000,3.91,2017-04-13,Threshold Routine
Amansa,Edelweiss Financial Services Ltd.,INE532F01054,2016-12-31,11900000,1.43,2017-01-20,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2017-12-31,7428287,4.53,2018-01-10,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2017-09-30,7428287,4.53,2017-10-20,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2017-06-30,7600000,4.52,2017-07-14,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2016-09-30,2203668,4.62,2016-10-17,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2016-12-31,2831439,5.94,2017-01-16,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2017-03-31,2831439,5.94,2017-04-13,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2017-06-30,2307065,4.84,2017-07-12,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2017-09-30,2170714,4.55,2017-10-10,Threshold Routine
Amansa,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,2017-12-31,482677,1.01,2018-01-16,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2016-12-31,4573541,1.16,2017-01-12,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2017-03-31,4573541,1.16,2017-04-19,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2017-06-30,4400000,1.12,2017-07-18,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2017-09-30,4400000,1.12,2017-10-13,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2017-12-31,4200000,1.07,2018-01-11,Threshold Routine
Amansa,SUN TV NETWORK LTD.,INE424H01027,2018-03-31,4104620,1.04,2018-04-19,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-06-30,3641516,3.01,2016-07-20,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-09-30,4087672,3.38,2016-10-20,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2016-12-31,4087672,3.38,2017-01-20,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-03-31,4000862,3.3,2017-04-18,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-06-30,4000862,3.3,2017-07-18,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2017-03-31,7329305,4.36,2017-04-21,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2016-12-31,7234305,4.31,2017-01-06,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2016-09-30,5872423,3.5,2016-10-07,Threshold Routine
Amansa,MINDTREE LTD.,INE018I01017,2016-06-30,2425456,1.45,2016-07-07,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-12-31,2864109,2.34,2020-01-09,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-09-30,3373524,2.76,2019-10-14,Threshold Routine
Amansa,PI Industries Ltd,INE603J01030,2016-06-30,1595924,1.16,2016-07-19,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-06-30,3664012,3.0,2019-07-19,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-12-31,3664012,3.0,2019-01-18,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-09-30,3664012,3.01,2018-10-18,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-06-30,3664012,3.01,2018-07-18,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2018-03-31,3710862,3.05,2018-04-19,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-12-31,3900862,3.21,2018-01-17,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2017-09-30,4000862,3.29,2017-10-17,Threshold Routine
Amansa,INFO EDGE (INDIA) LTD.,INE663F01024,2019-03-31,3664012,3.0,2019-04-17,Threshold Routine
Amansa,GRUH FINANCE LTD.,INE580B01029,2019-06-30,9564673,1.3,2019-07-13,Threshold Routine
Amansa,GRUH FINANCE LTD.,INE580B01029,2019-03-31,9564673,1.3,2019-04-15,Threshold Routine
Amansa,Cholamandalam Investment and Finance Company Ltd,INE121A01024,2016-12-31,4000000,2.56,2017-01-31,Threshold Routine
Amansa,The Ramco Cements Limited,INE331A01037,2016-06-30,2680210,1.13,2016-07-22,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2019-12-31,8759011,2.46,2020-01-14,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2019-09-30,8759011,2.46,2019-10-16,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2019-06-30,8759011,2.64,2019-07-19,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2019-03-31,8759011,2.64,2019-04-12,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2018-12-31,8759011,2.64,2019-01-21,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2018-09-30,8759011,2.64,2018-10-12,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2018-06-30,8759011,2.64,2018-07-17,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2018-03-31,8975416,2.7,2018-04-14,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2017-12-31,8975416,2.7,2018-01-11,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2017-09-30,8975416,2.7,2017-10-14,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2017-06-30,8439869,2.54,2017-07-10,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2017-03-31,8439869,2.54,2017-04-10,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2016-12-31,7593539,2.29,2017-01-21,Threshold Routine
Amansa,The Ramco Cements Limited,INE331A01037,2016-09-30,2680210,1.13,2016-10-07,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2016-09-30,7522030,2.26,2016-10-19,Threshold Routine
Amansa,EXIDE INDUSTRIES LTD.,INE302A01020,2015-12-31,13899082,1.64,2016-01-20,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2018-12-31,5268224,1.85,2019-01-10,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2019-03-31,5268224,1.85,2019-04-11,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2019-06-30,5388050,1.89,2019-07-19,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2019-09-30,2998854,1.05,2019-10-18,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2016-09-30,2365742,1.02,2016-10-19,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2016-12-31,2603242,1.12,2017-01-17,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2017-03-31,2791544,1.2,2017-04-18,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2017-06-30,2500000,1.07,2017-07-15,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2017-09-30,2500000,1.07,2017-11-09,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2017-12-31,5000000,1.07,2018-01-18,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2018-03-31,5000000,1.07,2018-04-25,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2018-06-30,5762566,1.24,2018-07-19,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2018-09-30,6221567,1.34,2018-10-20,Threshold Routine
Amansa,TRENT LTD.,INE849A01020,2016-06-30,511308,1.54,2016-07-15,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2016-12-31,4038977,1.92,2017-01-20,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2017-06-30,7549567,3.59,2017-07-20,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2017-09-30,8296315,3.95,2017-10-21,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2018-03-31,5164228,1.81,2018-04-17,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2017-12-31,5048556,1.77,2018-01-11,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2017-09-30,5000000,1.75,2017-10-10,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2017-06-30,5000000,1.75,2017-07-12,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2017-03-31,5526068,1.94,2017-04-17,Threshold Routine
Amansa,TATA COMMUNICATIONS LTD.,INE151A01013,2016-12-31,5526068,1.94,2017-01-12,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2017-12-31,29393000,1.0,2018-01-18,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2017-09-30,32346500,1.11,2017-10-14,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2017-06-30,33300000,1.14,2017-07-17,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2017-03-31,33721568,1.18,2017-04-14,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2016-12-31,35447873,1.25,2017-01-19,Threshold Routine
Amansa,ASHOK LEYLAND LTD.,INE208A01029,2016-06-30,33000000,1.16,2016-07-15,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2019-06-30,47161424,2.42,2019-07-17,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2019-03-31,47161424,2.41,2019-04-18,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2018-12-31,47161424,2.41,2019-01-18,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2018-09-30,53602040,2.75,2018-10-17,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2018-06-30,53602040,2.75,2018-07-19,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2018-03-31,8496550,4.04,2018-04-19,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2018-06-30,8496550,4.04,2018-07-19,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2018-09-30,8496550,4.04,2018-10-17,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2018-12-31,8502480,4.05,2019-01-21,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2019-03-31,9138671,4.35,2019-04-18,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2019-06-30,9138671,4.35,2019-07-17,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2018-12-31,8751145,1.88,2019-01-23,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2019-09-30,9428638,4.49,2019-10-17,Threshold Routine
Amansa,THERMAX LTD.,INE152A01029,2016-06-30,1730328,1.45,2016-07-20,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2016-09-30,73816854,4.37,2016-10-20,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2017-03-31,73000000,4.31,2017-04-19,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2017-06-30,71023700,3.72,2017-07-18,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2017-09-30,69116700,3.6,2017-10-12,Threshold Routine
Amansa,FEDERAL BANK LTD.,INE171A01029,2017-12-31,64000000,3.31,2018-01-10,Threshold Routine
Amansa,SUNDRAM FASTENERS LTD.,INE387A01021,2019-12-31,9428638,4.49,2020-01-17,Threshold Routine
Amansa,Bharat Financial Inclusion Ltd,INE180K01011,2017-06-30,4447900,3.22,2017-07-13,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2019-03-31,10222570,2.2,2019-05-03,Threshold Routine
Amansa,BHARAT FORGE LTD.,INE465A01025,2019-09-30,12992787,2.79,2019-10-18,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2017-09-30,3722190,6.48,2017-10-10,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2017-12-31,4442241,7.74,2018-01-09,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2018-03-31,4442241,7.74,2018-04-10,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2018-06-30,4442241,7.74,2018-07-12,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2018-09-30,4442241,7.73,2018-10-15,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2018-12-31,4442241,7.73,2019-03-01,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2019-03-31,4442241,7.73,2019-05-03,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2019-06-30,4442241,7.73,2019-07-19,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2019-09-30,4360347,7.59,2019-10-16,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2019-12-31,4360347,7.59,2020-01-08,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2016-09-30,2225755,4.97,2016-10-17,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2016-12-31,2402126,5.36,2017-01-20,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2017-03-31,2901855,6.47,2017-04-20,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2017-06-30,2803355,6.25,2017-08-04,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2017-06-30,3722190,6.48,2017-07-18,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2017-09-30,1947205,4.33,2017-10-18,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2018-03-31,2136385,4.75,2018-04-21,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2018-06-30,2154164,4.79,2018-07-21,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2018-09-30,9816929,4.36,2018-10-15,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2018-12-31,9816929,4.36,2019-01-16,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2019-03-31,13096412,5.82,2019-04-17,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2019-06-30,13096412,5.82,2019-07-19,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2019-09-30,13133331,5.83,2019-10-22,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2019-12-31,13147050,5.83,2020-01-08,Threshold Routine
Amansa,ZEE ENTERTAINMENT ENTERPRISES LTD.,INE256A01028,2019-09-30,21652970,2.25,2019-10-11,Threshold Routine
Amansa,ZEE ENTERTAINMENT ENTERPRISES LTD.,INE256A01028,2019-12-31,25798928,2.69,2020-01-14,Threshold Routine
Amansa,SUDARSHAN CHEMICAL INDUSTRIES LTD.,INE659A01023,2019-09-30,2064420,2.98,2019-10-18,Threshold Routine
Amansa,SUDARSHAN CHEMICAL INDUSTRIES LTD.,INE659A01023,2019-12-31,2179230,3.15,2020-01-21,Threshold Routine
Amansa,Cholamandalam Investment and Finance Company Ltd,INE121A01024,2016-06-30,5800000,3.71,2016-07-26,Threshold Routine
Amansa,Cholamandalam Investment and Finance Company Ltd,INE121A01024,2016-09-30,5397013,3.45,2016-10-21,Threshold Routine
Amansa,ZENSAR TECHNOLOGIES LTD.,INE520A01027,2017-12-31,1966177,4.37,2018-01-19,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2017-03-31,3729559,6.5,2017-04-13,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2016-12-31,3729559,6.5,2017-01-18,Threshold Routine
Amansa,SRF LTD.,INE647A01010,2016-09-30,3243223,5.65,2016-10-12,Threshold Routine
